longitude,latitude,elevation,gravity_mgal,regional_mgal
-43.19343434343434,-22.95,-15.989301841985293,-978406.2740862815,-978400.0
-43.19141414141414,-22.95,-15.221809085186191,-978404.7315986773,-978400.0
-43.18939393939394,-22.95,-15.653421411605448,-978403.9015503274,-978400.0
-43.18737373737374,-22.95,-10.51898657202841,-978403.8531890784,-978400.0
-43.185353535353535,-22.95,-13.986932192389366,-978404.3654840534,-978400.0
-43.18333333333333,-22.95,-15.775675895755889,-978405.479193912,-978400.0
-43.18131313131313,-22.95,-11.680608722141736,-978406.9796277031,-978400.0
-43.17929292929293,-22.95,-15.399305705250253,-978405.5596503452,-978400.0
-43.17727272727273,-22.95,-12.139768553533816,-978405.4269854071,-978400.0
-43.175252525252525,-22.95,-16.046281961548335,-978405.4902160916,-978400.0
-43.17323232323232,-22.95,-14.324062102959266,-978404.6096910434,-978400.0
-43.17121212121212,-22.95,-10.787867390468303,-978403.289725101,-978400.0
-43.16919191919192,-22.95,-9.193665478636659,-978405.1951086351,-978400.0
-43.16717171717172,-22.95,-9.794037353355021,-978405.5745852119,-978400.0
-43.165151515151514,-22.95,-9.813561782050703,-978405.652176208,-978400.0
-43.16313131313131,-22.95,-9.611512745244003,-978405.2994715641,-978400.0
-43.16111111111111,-22.95,-11.377245413992053,-978406.27877836,-978400.0
-43.15909090909091,-22.95,-9.257013985203363,-978405.3525761013,-978400.0
-43.15707070707071,-22.95,-8.124382869785915,-978405.0398599869,-978400.0
-43.155050505050504,-22.95,-4.465769507295712,-978405.2944479074,-978400.0
-43.1530303030303,-22.95,-5.2633238539040414,-978405.0555847995,-978400.0
-43.1510101010101,-22.95,-8.843359645706599,-978405.0838810136,-978400.0
-43.148989898989896,-22.95,-4.034552726229278,-978407.2895253052,-978400.0
-43.1469696969697,-22.95,-4.819604127791669,-978404.8762565751,-978400.0
-43.14494949494949,-22.95,-4.773830040878374,-978406.1751488167,-978400.0
-43.14292929292929,-22.95,-1.5735420944519254,-978406.5865114862,-978400.0
-43.14090909090909,-22.95,-0.12067538659415167,-978406.5772264879,-978400.0
-43.138888888888886,-22.95,0.28276167148959663,-978405.0169429892,-978400.0
-43.13686868686869,-22.95,-2.669129692379852,-978405.6464312583,-978400.0
-43.13484848484848,-22.95,-1.0361595344282053,-978407.0749231789,-978400.0
-43.13282828282828,-22.95,0.7993007785420894,-978404.8798156076,-978400.0
-43.13080808080808,-22.95,2.621688892872198,-978406.7582459678,-978400.0
-43.128787878787875,-22.95,0.22324138651597136,-978405.1355801534,-978400.0
-43.12676767676768,-22.95,1.29637205183477,-978404.9897484747,-978400.0
-43.12474747474747,-22.95,-0.08572823422327058,-978404.2917100427,-978400.0
-43.12272727272727,-22.95,0.16508249538198516,-978403.3409557496,-978400.0
-43.12070707070707,-22.95,4.582670050096604,-978406.4291115731,-978400.0
-43.118686868686865,-22.95,6.03817860348976,-978405.0552799902,-978400.0
-43.11666666666667,-22.95,3.516233794683421,-978405.2142301121,-978400.0
-43.11464646464646,-22.95,5.967003538697546,-978404.4360994331,-978400.0
-43.11262626262626,-22.95,4.946814991141554,-978404.583153735,-978400.0
-43.11060606060606,-22.95,3.1597686779364054,-978405.0775197548,-978400.0
-43.108585858585855,-22.95,5.361212796616465,-978405.0893673403,-978400.0
-43.10656565656566,-22.95,7.864097595079622,-978405.6859151785,-978400.0
-43.10454545454545,-22.95,4.826562340589482,-978403.5002796241,-978400.0
-43.10252525252525,-22.95,8.09783507114754,-978403.9454644733,-978400.0
-43.10050505050505,-22.95,-0.24074893144073872,-978403.4014533923,-978400.0
-43.098484848484844,-22.95,6.632478400580485,-978404.5423725346,-978400.0
-43.096464646464646,-22.95,5.112478781088931,-978404.799945799,-978400.0
-43.09444444444444,-22.95,4.250062829190259,-978405.1311159807,-978400.0
-43.092424242424244,-22.95,4.901637236306616,-978403.6023077894,-978400.0
-43.09040404040404,-22.95,0.573884585238928,-978404.9083532876,-978400.0
-43.088383838383834,-22.95,3.902134826975688,-978401.9263168526,-978400.0
-43.086363636363636,-22.95,4.810545096568813,-978404.988300518,-978400.0
-43.08434343434343,-22.95,6.770321723958578,-978403.3121045198,-978400.0
-43.08232323232323,-22.95,2.4607138629482375,-978401.9236129024,-978400.0
-43.08030303030303,-22.95,1.5287723147168795,-978402.7958412605,-978400.0
-43.07828282828282,-22.95,1.7579505557478112,-978403.123641479,-978400.0
-43.076262626262626,-22.95,4.176721321979642,-978404.172259834,-978400.0
-43.07424242424242,-22.95,2.55829233414,-978404.4902346157,-978400.0
-43.07222222222222,-22.95,0.3683556893318096,-978402.2434792294,-978400.0
-43.07020202020202,-22.95,1.9556141567729017,-978401.4129617895,-978400.0
-43.06818181818181,-22.95,0.600563273251068,-978403.2641899966,-978400.0
-43.066161616161615,-22.95,1.7992573420705928,-978403.871413409,-978400.0
-43.06414141414141,-22.95,-2.1061570668636804,-978405.0984376876,-978400.0
-43.06212121212121,-22.95,-1.9386997365917455,-978403.5299711676,-978400.0
-43.06010101010101,-22.95,-2.663881849279779,-978402.57293374,-978400.0
-43.0580808080808,-22.95,-5.415550024454669,-978400.7714609453,-978400.0
-43.056060606060605,-22.95,-2.5152470022666904,-978401.6100920168,-978400.0
-43.0540404040404,-22.95,-3.2119649199035734,-978401.8922068202,-978400.0
-43.0520202020202,-22.95,-4.355533890148965,-978402.5129873521,-978400.0
-43.05,-22.95,-5.469174266750737,-978402.6131949659,-978400.0
-43.25,-22.947979797979798,-7.820674866459792,-978392.6264120124,-978391.9191919192
-43.247979797979795,-22.947979797979798,-6.465463224456238,-978393.9175398604,-978391.9191919192
-43.2459595959596,-22.947979797979798,-6.941286951149594,-978396.3087486993,-978391.9191919192
-43.24393939393939,-22.947979797979798,-8.487000364406803,-978394.9691277863,-978391.9191919192
-43.241919191919195,-22.947979797979798,-7.823984677500993,-978395.2447274433,-978391.9191919192
-43.23989898989899,-22.947979797979798,-7.302166125714868,-978395.0250873736,-978391.9191919192
-43.237878787878785,-22.947979797979798,-4.934186136542136,-978394.009511838,-978391.9191919192
-43.23585858585859,-22.947979797979798,-8.938726877586753,-978394.7746452345,-978391.9191919192
-43.23383838383838,-22.947979797979798,-9.336799961918693,-978394.8399070177,-978391.9191919192
-43.231818181818184,-22.947979797979798,-10.545233388446729,-978393.5463510755,-978391.9191919192
-43.22979797979798,-22.947979797979798,-14.756555103503679,-978395.653880739,-978391.9191919192
-43.227777777777774,-22.947979797979798,-11.470837230123728,-978393.1914933961,-978391.9191919192
-43.22575757575758,-22.947979797979798,-11.770263077297985,-978395.8258106143,-978391.9191919192
-43.22373737373737,-22.947979797979798,-7.409366243964328,-978395.1645048872,-978391.9191919192
-43.221717171717174,-22.947979797979798,-13.136119954838536,-978395.6343442986,-978391.9191919192
-43.21969696969697,-22.947979797979798,-12.532598218195437,-978395.3292391477,-978391.9191919192
-43.217676767676764,-22.947979797979798,-13.556611221265426,-978395.1075013924,-978391.9191919192
-43.215656565656566,-22.947979797979798,-16.141823092074016,-978395.2174439175,-978391.9191919192
-43.21363636363636,-22.947979797979798,-11.800607706874686,-978396.5031620521,-978391.9191919192
-43.21161616161616,-22.947979797979798,-12.82754591963657,-978396.971130336,-978391.9191919192
-43.20959595959596,-22.947979797979798,-12.956891902714027,-978393.4424426898,-978391.9191919192
-43.20757575757575,-22.947979797979798,-16.526823975184495,-978396.5260454798,-978391.9191919192
-43.205555555555556,-22.947979797979798,-12.032422290609203,-978395.4381611221,-978391.9191919192
-43.20353535353535,-22.947979797979798,-17.732020152556558,-978397.8390095013,-978391.9191919192
-43.20151515151515,-22.947979797979798,-13.804892586588904,-978396.603473294,-978391.9191919192
-43.19949494949495,-22.947979797979798,-10.607763407478199,-978396.5418653233,-978391.9191919192
-43.19747474747475,-22.947979797979798,-16.939553792140313,-978396.030784732,-978391.9191919192
-43.195454545454545,-22.947979797979798,-16.020743260374335,-978399.3129327195,-978391.9191919192
-43.19343434343434,-22.947979797979798,-14.578655114331807,-978396.5089795962,-978391.9191919192
-43.19141414141414,-22.947979797979798,-15.635306276191443,-978397.9070862422,-978391.9191919192
-43.18939393939394,-22.947979797979798,-17.541268431638326,-978396.5126294765,-978391.9191919192
-43.18737373737374,-22.947979797979798,-14.07635037379364,-978397.9501668995,-978391.9191919192
-43.185353535353535,-22.947979797979798,-16.074478552725115,-978397.843245361,-978391.9191919192
-43.18333333333333,-22.947979797979798,-12.703002558933132,-978397.332212682,-978391.9191919192
-43.18131313131313,-22.947979797979798,-15.154480397175128,-978398.1784746636,-978391.9191919192
-43.17929292929293,-22.947979797979798,-9.847682977632537,-978397.6658236239,-978391.9191919192
-43.17727272727273,-22.947979797979798,-14.113935710575209,-978398.4442453901,-978391.9191919192
-43.175252525252525,-22.947979797979798,-12.760998128559542,-978399.1409165992,-978391.9191919192
-43.17323232323232,-22.947979797979798,-10.030588952782471,-978396.3428288827,-978391.9191919192
-43.17121212121212,-22.947979797979798,-13.633251877433867,-978398.7059129351,-978391.9191919192
-43.16919191919192,-22.947979797979798,-10.205612151778627,-978397.633545779,-978391.9191919192
-43.16717171717172,-22.947979797979798,-7.512421789529512,-978396.7427896477,-978391.9191919192
-43.165151515151514,-22.947979797979798,-12.787165068756085,-978398.1471581525,-978391.9191919192
-43.16313131313131,-22.947979797979798,-8.629971019360223,-978398.3895428866,-978391.9191919192
-43.16111111111111,-22.947979797979798,-7.890369227119759,-978397.365853774,-978391.9191919192
-43.15909090909091,-22.947979797979798,-6.243613207218733,-978396.4973576803,-978391.9191919192
-43.15707070707071,-22.947979797979798,-9.66694013198191,-978398.8032347726,-978391.9191919192
-43.155050505050504,-22.947979797979798,-9.210860568261502,-978397.7980783103,-978391.9191919192
-43.1530303030303,-22.947979797979798,-4.896610684166576,-978399.3897847993,-978391.9191919192
-43.1510101010101,-22.947979797979798,-4.713243370874166,-978398.055176804,-978391.9191919192
-43.148989898989896,-22.947979797979798,-4.171668346686522,-978397.6277711157,-978391.9191919192
-43.1469696969697,-22.947979797979798,-3.3464765303244914,-978398.511914846,-978391.9191919192
-43.14494949494949,-22.947979797979798,-4.769968865782845,-978398.1049223122,-978391.9191919192
-43.14292929292929,-22.947979797979798,-2.322320660171061,-978399.0421462758,-978391.9191919192
-43.14090909090909,-22.947979797979798,-1.586462867348098,-978397.5382128917,-978391.9191919192
-43.138888888888886,-22.947979797979798,-2.9984347851549433,-978396.5363976138,-978391.9191919192
-43.13686868686869,-22.947979797979798,2.7509209939955315,-978398.6615208567,-978391.9191919192
-43.13484848484848,-22.947979797979798,0.539997676738392,-978398.1548858166,-978391.9191919192
-43.13282828282828,-22.947979797979798,-2.2357664610297427,-978396.9931344828,-978391.9191919192
-43.13080808080808,-22.947979797979798,1.9937724735357323,-978396.2427741721,-978391.9191919192
-43.128787878787875,-22.947979797979798,-0.7577068606074986,-978398.9030540545,-978391.9191919192
-43.12676767676768,-22.947979797979798,3.2519258302879015,-978397.5295706727,-978391.9191919192
-43.12474747474747,-22.947979797979798,4.454199489444187,-978397.0246153252,-978391.9191919192
-43.12272727272727,-22.947979797979798,0.9261977244804989,-978397.3529260122,-978391.9191919192
-43.12070707070707,-22.947979797979798,4.894437281437445,-978399.6670812439,-978391.9191919192
-43.118686868686865,-22.947979797979798,4.161327017861704,-978396.6250551847,-978391.9191919192
-43.11666666666667,-22.947979797979798,5.314440975473662,-978395.5392487205,-978391.9191919192
-43.11464646464646,-22.947979797979798,7.763590325861985,-978396.8711009138,-978391.9191919192
-43.11262626262626,-22.947979797979798,3.742833326681138,-978397.9449437559,-978391.9191919192
-43.11060606060606,-22.947979797979798,2.952602476072268,-978397.350102434,-978391.9191919192
-43.108585858585855,-22.947979797979798,2.869459343989184,-978394.9874317192,-978391.9191919192
-43.10656565656566,-22.947979797979798,3.1664705098574,-978395.7651576684,-978391.9191919192
-43.10454545454545,-22.947979797979798,4.754077617621769,-978395.9504519601,-978391.9191919192
-43.10252525252525,-22.947979797979798,5.660918326793408,-978396.1471872184,-978391.9191919192
-43.10050505050505,-22.947979797979798,5.562189493039381,-978397.0758030515,-978391.9191919192
-43.098484848484844,-22.947979797979798,6.653106507542677,-978396.5244317547,-978391.9191919192
-43.096464646464646,-22.947979797979798,4.974455046008996,-978396.3092909264,-978391.9191919192
-43.09444444444444,-22.947979797979798,7.765212302077221,-978395.5877992448,-978391.9191919192
-43.092424242424244,-22.947979797979798,4.198868634400292,-978394.533142246,-978391.9191919192
-43.09040404040404,-22.947979797979798,9.999427365260544,-978394.8272763438,-978391.9191919192
-43.088383838383834,-22.947979797979798,5.602879915821317,-978397.2676000143,-978391.9191919192
-43.086363636363636,-22.947979797979798,2.3920714583533482,-978395.5260497526,-978391.9191919192
-43.08434343434343,-22.947979797979798,1.6828152559939134,-978394.9145158124,-978391.9191919192
-43.08232323232323,-22.947979797979798,4.472265747622496,-978394.9332330573,-978391.9191919192
-43.08030303030303,-22.947979797979798,2.708900567492146,-978396.0818920446,-978391.9191919192
-43.07828282828282,-22.947979797979798,4.1995322487416615,-978392.4390314874,-978391.9191919192
-43.076262626262626,-22.947979797979798,3.302458953363176,-978396.5307876462,-978391.9191919192
-43.07424242424242,-22.947979797979798,1.7651989071474785,-978396.2376914696,-978391.9191919192
-43.07222222222222,-22.947979797979798,-0.2556447216303297,-978394.8220978407,-978391.9191919192
-43.07020202020202,-22.947979797979798,-2.0905485411849467,-978392.8406165943,-978391.9191919192
-43.06818181818181,-22.947979797979798,-0.4765551119384619,-978395.6960190876,-978391.9191919192
-43.066161616161615,-22.947979797979798,1.584831567292352,-978395.0288699763,-978391.9191919192
-43.06414141414141,-22.947979797979798,-0.26379677320797473,-978393.5899066796,-978391.9191919192
-43.06212121212121,-22.947979797979798,-3.764786383179592,-978394.5902846531,-978391.9191919192
-43.06010101010101,-22.947979797979798,-1.5232370736725067,-978394.8134272189,-978391.9191919192
-43.0580808080808,-22.947979797979798,-1.7078187510921659,-978393.8208785097,-978391.9191919192
-43.056060606060605,-22.947979797979798,-4.865135811157516,-978394.0230701482,-978391.9191919192
-43.0540404040404,-22.947979797979798,-3.416558634731703,-978393.1757092216,-978391.9191919192
-43.0520202020202,-22.947979797979798,-4.239276748901293,-978392.826809512,-978391.9191919192
-43.05,-22.947979797979798,-7.275873978021096,-978393.7250565499,-978391.9191919192
-43.25,-22.945959595959597,-4.24419934345695,-978385.7439433379,-978383.8383838384
-43.247979797979795,-22.945959595959597,-4.472444207983605,-978385.9112289443,-978383.8383838384
-43.2459595959596,-22.945959595959597,-4.059596113540054,-978385.7275900102,-978383.8383838384
-43.24393939393939,-22.945959595959597,-4.744682403688312,-978386.254563848,-978383.8383838384
-43.241919191919195,-22.945959595959597,-10.226592671877711,-978386.4048992919,-978383.8383838384
-43.23989898989899,-22.945959595959597,-9.95575860096874,-978385.30366418,-978383.8383838384
-43.237878787878785,-22.945959595959597,-7.646328086340432,-978385.0815142252,-978383.8383838384
-43.23585858585859,-22.945959595959597,-8.230151283220566,-978388.2037482737,-978383.8383838384
-43.23383838383838,-22.945959595959597,-8.791646052546678,-978386.7858449953,-978383.8383838384
-43.231818181818184,-22.945959595959597,-2.6607192573995055,-978387.5852103813,-978383.8383838384
-43.22979797979798,-22.945959595959597,-9.747072333313815,-978387.308982478,-978383.8383838384
-43.227777777777774,-22.945959595959597,-9.11651888065865,-978386.6976948113,-978383.8383838384
-43.22575757575758,-22.945959595959597,-9.952560651988186,-978386.5335309374,-978383.8383838384
-43.22373737373737,-22.945959595959597,-11.002908648117858,-978387.4182595822,-978383.8383838384
-43.221717171717174,-22.945959595959597,-13.351777196351536,-978389.3228843537,-978383.8383838384
-43.21969696969697,-22.945959595959597,-11.58759514367068,-978388.4780836334,-978383.8383838384
-43.217676767676764,-22.945959595959597,-15.002678792724636,-978386.7199466494,-978383.8383838384
-43.215656565656566,-22.945959595959597,-14.247944912109523,-978390.4600217094,-978383.8383838384
-43.21363636363636,-22.945959595959597,-15.026821113357487,-978386.6348801071,-978383.8383838384
-43.21161616161616,-22.945959595959597,-14.137504388032026,-978387.4031708529,-978383.8383838384
-43.20959595959596,-22.945959595959597,-9.879479345247656,-978386.7095153803,-978383.8383838384
-43.20757575757575,-22.945959595959597,-18.412420132573068,-978388.3245610583,-978383.8383838384
-43.205555555555556,-22.945959595959597,-13.435331213526927,-978390.2865181451,-978383.8383838384
-43.20353535353535,-22.945959595959597,-18.12359045114585,-978387.8925004833,-978383.8383838384
-43.20151515151515,-22.945959595959597,-15.892311187562864,-978387.144398132,-978383.8383838384
-43.19949494949495,-22.945959595959597,-12.780614146957978,-978387.5887631549,-978383.8383838384
-43.19747474747475,-22.945959595959597,-14.799761785482561,-978389.2686638655,-978383.8383838384
-43.195454545454545,-22.945959595959597,-17.013478038821958,-978388.6095615263,-978383.8383838384
-43.19343434343434,-22.945959595959597,-16.17840594482158,-978389.3171825542,-978383.8383838384
-43.19141414141414,-22.945959595959597,-13.239000151884245,-978389.6891228012,-978383.8383838384
-43.18939393939394,-22.945959595959597,-15.870515514734887,-978387.9972799842,-978383.8383838384
-43.18737373737374,-22.945959595959597,-13.750399826036297,-978390.2301346018,-978383.8383838384
-43.185353535353535,-22.945959595959597,-13.82856812725983,-978390.003297527,-978383.8383838384
-43.18333333333333,-22.945959595959597,-14.923228797209683,-978390.2871590102,-978383.8383838384
-43.18131313131313,-22.945959595959597,-8.997584431851422,-978390.743640544,-978383.8383838384
-43.17929292929293,-22.945959595959597,-11.649554424826146,-978389.1736857338,-978383.8383838384
-43.17727272727273,-22.945959595959597,-16.5675549810125,-978388.2215980539,-978383.8383838384
-43.175252525252525,-22.945959595959597,-11.713807148403891,-978389.6271270182,-978383.8383838384
-43.17323232323232,-22.945959595959597,-12.95103699885314,-978391.003157178,-978383.8383838384
-43.17121212121212,-22.945959595959597,-9.436497256768064,-978388.7085041825,-978383.8383838384
-43.16919191919192,-22.945959595959597,-12.21541417964684,-978387.9095457229,-978383.8383838384
-43.16717171717172,-22.945959595959597,-10.32602086282272,-978390.2839365302,-978383.8383838384
-43.165151515151514,-22.945959595959597,-8.53206472346727,-978390.1542415674,-978383.8383838384
-43.16313131313131,-22.945959595959597,-7.237569029879142,-978389.1934747522,-978383.8383838384
-43.16111111111111,-22.945959595959597,-10.780568311522712,-978388.1160839224,-978383.8383838384
-43.15909090909091,-22.945959595959597,-8.446102104249803,-978390.2819184518,-978383.8383838384
-43.15707070707071,-22.945959595959597,-8.112770014342212,-978391.1139064168,-978383.8383838384
-43.155050505050504,-22.945959595959597,-7.846446489034927,-978389.1646088413,-978383.8383838384
-43.1530303030303,-22.945959595959597,-2.3794260166327303,-978389.00669309,-978383.8383838384
-43.1510101010101,-22.945959595959597,-4.46708997721318,-978389.8045025326,-978383.8383838384
-43.148989898989896,-22.945959595959597,-7.164262637842919,-978390.3687672426,-978383.8383838384
-43.1469696969697,-22.945959595959597,-2.173489737003443,-978388.8113824321,-978383.8383838384
-43.14494949494949,-22.945959595959597,0.8645522896048501,-978389.267991443,-978383.8383838384
-43.14292929292929,-22.945959595959597,-0.6917382151853273,-978390.5498921527,-978383.8383838384
-43.14090909090909,-22.945959595959597,-5.18118842764804,-978389.7129895748,-978383.8383838384
-43.138888888888886,-22.945959595959597,-2.508040776629263,-978391.0896652023,-978383.8383838384
-43.13686868686869,-22.945959595959597,1.583353588284711,-978389.0232449259,-978383.8383838384
-43.13484848484848,-22.945959595959597,-1.7928477781172973,-978389.93792087,-978383.8383838384
-43.13282828282828,-22.945959595959597,1.0646387078734585,-978390.0734050384,-978383.8383838384
-43.13080808080808,-22.945959595959597,2.2600926813321935,-978389.6281219621,-978383.8383838384
-43.128787878787875,-22.945959595959597,-0.6320451451035745,-978389.5081410229,-978383.8383838384
-43.12676767676768,-22.945959595959597,1.5888652288848442,-978388.602479316,-978383.8383838384
-43.12474747474747,-22.945959595959597,-4.315367030503319,-978388.8511597306,-978383.8383838384
-43.12272727272727,-22.945959595959597,0.5489463967207873,-978389.5395103812,-978383.8383838384
-43.12070707070707,-22.945959595959597,2.492708038367928,-978388.5564318759,-978383.8383838384
-43.118686868686865,-22.945959595959597,0.8703581182644555,-978388.852655767,-978383.8383838384
-43.11666666666667,-22.945959595959597,6.9653025815533995,-978389.6097330131,-978383.8383838384
-43.11464646464646,-22.945959595959597,1.1398809228382727,-978389.2341992547,-978383.8383838384
-43.11262626262626,-22.945959595959597,3.383679903498359,-978389.1808251793,-978383.8383838384
-43.11060606060606,-22.945959595959597,4.751715277564877,-978388.4474072121,-978383.8383838384
-43.108585858585855,-22.945959595959597,7.561194099577909,-978389.2368789517,-978383.8383838384
-43.10656565656566,-22.945959595959597,1.9565260956348451,-978389.1747554718,-978383.8383838384
-43.10454545454545,-22.945959595959597,7.264767858965344,-978386.7275652923,-978383.8383838384
-43.10252525252525,-22.945959595959597,5.029239817404742,-978387.6662369003,-978383.8383838384
-43.10050505050505,-22.945959595959597,3.0759499104888883,-978389.2740856248,-978383.8383838384
-43.098484848484844,-22.945959595959597,5.953106276202619,-978387.8481102621,-978383.8383838384
-43.096464646464646,-22.945959595959597,5.3767299716055685,-978388.2045130591,-978383.8383838384
-43.09444444444444,-22.945959595959597,3.6878697116504453,-978387.8335615458,-978383.8383838384
-43.092424242424244,-22.945959595959597,4.897945789061689,-978387.9886505469,-978383.8383838384
-43.09040404040404,-22.945959595959597,3.8186211565632333,-978386.8360488163,-978383.8383838384
-43.088383838383834,-22.945959595959597,4.608739228999248,-978387.5787804989,-978383.8383838384
-43.086363636363636,-22.945959595959597,5.460807238433453,-978387.8843959571,-978383.8383838384
-43.08434343434343,-22.945959595959597,7.026793202612289,-978386.6774047104,-978383.8383838384
-43.08232323232323,-22.945959595959597,1.0618492376878743,-978387.3831612786,-978383.8383838384
-43.08030303030303,-22.945959595959597,7.452052205661828,-978387.3915594735,-978383.8383838384
-43.07828282828282,-22.945959595959597,-1.1024850202820793,-978387.0955214164,-978383.8383838384
-43.076262626262626,-22.945959595959597,2.082572832350367,-978387.399742162,-978383.8383838384
-43.07424242424242,-22.945959595959597,3.117650463635824,-978387.193742316,-978383.8383838384
-43.07222222222222,-22.945959595959597,2.030085768181993,-978387.6869056098,-978383.8383838384
-43.07020202020202,-22.945959595959597,-0.2760938132489579,-978387.7491782311,-978383.8383838384
-43.06818181818181,-22.945959595959597,0.03038960968647697,-978387.8950863343,-978383.8383838384
-43.066161616161615,-22.945959595959597,-1.0838085724668112,-978388.1878494339,-978383.8383838384
-43.06414141414141,-22.945959595959597,-1.8405544571513586,-978387.5759126905,-978383.8383838384
-43.06212121212121,-22.945959595959597,0.4560546864918804,-978386.7718974401,-978383.8383838384
-43.06010101010101,-22.945959595959597,-1.1254086352393289,-978386.3971737184,-978383.8383838384
-43.0580808080808,-22.945959595959597,-3.8341133828657004,-978386.6755873727,-978383.8383838384
-43.056060606060605,-22.945959595959597,-1.268061869683301,-978388.665437976,-978383.8383838384
-43.0540404040404,-22.945959595959597,-3.079250486664093,-978384.642134209,-978383.8383838384
-43.0520202020202,-22.945959595959597,-2.6998106299099263,-978385.0388598037,-978383.8383838384
-43.05,-22.945959595959597,-3.7005163803071786,-978385.589916212,-978383.8383838384
-43.25,-22.94393939393939,-6.567633508157124,-978376.133310794,-978375.7575757576
-43.247979797979795,-22.94393939393939,-6.664244763273475,-978379.1113360943,-978375.7575757576
-43.2459595959596,-22.94393939393939,-4.680980811803547,-978376.3413012845,-978375.7575757576
-43.24393939393939,-22.94393939393939,-5.58141539905065,-978379.2907920647,-978375.7575757576
-43.241919191919195,-22.94393939393939,-7.462926546051286,-978378.1850943716,-978375.7575757576
-43.23989898989899,-22.94393939393939,-7.795323176680394,-978379.7974245782,-978375.7575757576
-43.237878787878785,-22.94393939393939,-6.0709382513403645,-978378.6100390787,-978375.7575757576
-43.23585858585859,-22.94393939393939,-10.390735384876107,-978378.3409863568,-978375.7575757576
-43.23383838383838,-22.94393939393939,-8.67741608497816,-978378.9854120108,-978375.7575757576
-43.231818181818184,-22.94393939393939,-10.720436965736198,-978378.2214303305,-978375.7575757576
-43.22979797979798,-22.94393939393939,-11.274085183314053,-978378.9417577399,-978375.7575757576
-43.227777777777774,-22.94393939393939,-9.13996587920493,-978379.669383848,-978375.7575757576
-43.22575757575758,-22.94393939393939,-10.159600903157994,-978379.8205594798,-978375.7575757576
-43.22373737373737,-22.94393939393939,-10.628541300887639,-978378.5500308335,-978375.7575757576
-43.221717171717174,-22.94393939393939,-10.060150514921649,-978380.1221417927,-978375.7575757576
-43.21969696969697,-22.94393939393939,-13.013395323551158,-978378.6605383549,-978375.7575757576
-43.217676767676764,-22.94393939393939,-12.042991843219028,-978378.4606819736,-978375.7575757576
-43.215656565656566,-22.94393939393939,-14.344710633975879,-978381.45929063,-978375.7575757576
-43.21363636363636,-22.94393939393939,-13.357630734881859,-978378.7643792947,-978375.7575757576
-43.21161616161616,-22.94393939393939,-14.511408197699504,-978377.9429693269,-978375.7575757576
-43.20959595959596,-22.94393939393939,-14.2646739707687,-978379.8566402378,-978375.7575757576
-43.20757575757575,-22.94393939393939,-13.437445118675207,-978379.6137828531,-978375.7575757576
-43.205555555555556,-22.94393939393939,-16.394162382902362,-978379.2788590621,-978375.7575757576
-43.20353535353535,-22.94393939393939,-10.66325357955509,-978380.6929200073,-978375.7575757576
-43.20151515151515,-22.94393939393939,-16.910351641142864,-978380.3351074031,-978375.7575757576
-43.19949494949495,-22.94393939393939,-17.336761988627636,-978381.9297140505,-978375.7575757576
-43.19747474747475,-22.94393939393939,-12.561969498832815,-978380.572983987,-978375.7575757576
